Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
NBPF20	3.206533878	3.232543266	2.90249839	2.902055296	2.743101164	2.769980333	2.878583725	2.741225126	3.10780863	2.850396348	2.748838746	2.900124147	2.910670413	2.991399498	3.321268601	2.513264869	2.753138209	2.616447711
ACP6	5.866711406	5.750790126	5.765502947	5.675625465	5.646533694	5.781349002	5.951841585	5.86295817	5.936916512	5.641081817	5.5466879	5.506037503	4.598359802	4.764552379	4.803912714	5.173034086	5.348128277	5.265503913
TFB2M	5.564009419	5.525662121	5.705565043	5.525586573	5.593492406	5.607658173	5.505726631	5.417494107	5.442653715	6.781090111	6.744686357	6.771357795	6.159326996	6.159195926	6.057772537	6.552363803	6.591861791	6.500673988
CNST	5.293423107	5.196088926	5.236474402	5.33149557	5.421557064	5.345876941	5.297735482	5.282006854	5.214151376	5.346988215	5.482885886	5.22809251	5.800209349	5.647883963	5.688828432	5.597858229	5.711779066	5.62301174
PPP1R21	4.81954038	4.709571499	4.70871652	5.487515938	5.368418907	5.463639513	4.879928668	4.769682958	5.019104622	4.758448505	4.756352346	4.676924789	4.797188785	4.707780349	4.74042765	4.504296897	4.51175318	4.585199138
PKDCC	1.199503624	1.30083677	1.061591674	1.1546525	1.282614914	1.456456556	1.21431267	1.206659342	1.170015923	2.165157293	2.492220348	2.326135308	2.548252185	2.633281587	2.74167259	2.340762893	2.290411756	2.34317995
B3GALNT2	5.170202453	5.097883741	5.113514736	5.202302887	5.109740255	5.220033318	5.129758372	5.021373817	5.119921687	5.019487355	5.084762116	5.134152585	5.041504701	4.966263007	4.956048596	5.093706387	5.112924741	5.112107017
MAPKAPK2	7.146663326	7.112069799	7.149113638	6.941858327	6.892464712	6.85214477	7.21703088	7.167754949	7.199801736	6.761960933	6.684506417	6.674568698	6.361267671	6.291720888	6.422153236	6.593315281	6.615869767	6.568370753
FCMR	1.964161874	1.89925419	2.257679657	2.255689894	2.549801873	2.294604698	2.135244511	2.212266112	2.549557983	0.216395805	0.106501029	0.106501029	0.258132838	0.106501029	0.23490025	0.106501029	0.106501029	0.106501029
CAPN2	8.412834039	8.457014279	8.404972311	9.292918352	9.268619028	9.317463459	9.745393831	9.714850274	9.741170338	8.381150101	8.321101241	8.379401252	8.760210804	8.795314756	8.760517997	9.108076043	9.149311446	9.094729326
MRPL55	4.557664896	4.602618354	4.745416868	4.222797999	4.279274543	4.431850578	4.697683615	4.629186742	4.236276661	6.083187226	6.083368264	6.264180091	5.195062835	5.253089489	5.183924402	5.620676135	5.454659692	5.602211115
OBSCN-AS1	1.315703472	1.3357269	1.219002194	2.504718476	2.250257487	2.365486836	2.013560974	1.795362109	1.703110811	1.127229954	1.118984607	1.358564192	1.791994499	1.864130756	1.714252138	1.525136103	1.658878784	1.918715308
WDR26	7.159679622	7.166381267	7.099349813	7.05138819	7.154888479	7.133645362	6.95654161	6.95593331	6.991304807	7.400428428	7.47652946	7.4530501	7.502736528	7.480317074	7.505873412	7.388783389	7.447094	7.358910902
REL	3.504650206	3.455131819	3.269454171	3.658043528	3.614587919	3.849837335	3.350071997	3.394711409	3.316420386	4.625314264	4.76084284	4.795321457	4.041626053	4.213934699	4.473866268	4.88965113	4.831761478	4.660909973
PUS10	3.002037784	2.660719519	2.766267648	2.661113903	2.533802162	2.703133695	2.351570298	2.500853653	2.549557983	3.128594887	3.100201994	2.794902642	2.577384865	2.078330849	2.374422429	3.07234477	2.801790527	3.023463821
PEX13	6.120783667	6.10945839	6.133064272	5.886577028	5.841113896	5.921732156	5.771210243	5.79880758	5.815479272	5.180696193	5.09901889	5.03366716	4.993680267	4.825118108	4.979151178	5.277239137	5.356294991	5.197792538
KIAA1841	2.868883571	2.958080899	3.077190988	3.32541872	3.384149717	3.244428336	2.831347293	3.058015353	2.668457125	3.262728145	3.222447752	3.14813364	3.142764845	3.053470987	3.016391647	3.158032313	3.250448582	3.468658284
DISC1	1.388276093	1.435603398	1.248523498	1.991259593	1.946190597	1.876112811	1.177011323	0.975239064	1.3704073	2.780547552	2.232543272	2.248556031	2.887595372	2.520597774	2.581826819	1.917966734	1.856059862	1.727074512
CAPN13	3.80558652	4.122698462	3.696374383	4.11038737	4.073318904	4.029733125	3.493520826	3.903443533	3.734962425	0.106501029	0.106501029	0.106501029	0.258132838	0.106501029	0.23490025	0.106501029	0.106501029	0.106501029
MEMO1	1.352446066	1.190798683	1.490109927	1.473090762	1.528499159	1.390007277	1.482377509	1.289745554	0.872651265	1.826926705	2.283367416	2.274882048	2.181667638	2.299368014	2.132113069	2.480375193	2.108984312	2.274722785
DPY30	5.948488381	5.958134457	5.998364658	5.802503355	5.871667972	5.855557757	5.707234841	5.766536683	5.754064147	6.266820784	6.244346508	6.119150748	5.591153277	5.554380651	5.411566551	5.83421973	5.87130141	5.866317859
TYW5	4.076585229	4.051022873	4.025385409	4.114556554	4.372182708	4.261115152	4.306784253	4.304001828	4.255398669	4.445163234	4.574446973	4.406272046	4.25499632	4.352065547	4.178918109	4.695543957	4.734864122	4.613192213
MAIP1	4.588794978	4.494835598	4.621149351	4.48355315	4.442428276	4.398436942	4.530299366	4.703040297	4.587618848	4.909254596	5.10609479	5.006431202	4.290615125	4.213934699	4.045195832	4.673888678	4.77196744	4.732844928
KCNF1	2.100008932	2.285719182	2.534269889	2.3148626	2.250257487	2.161508281	2.597260998	2.601856476	2.397196423	4.165822213	4.204244621	4.215584229	3.647423387	4.051057182	3.572822581	4.496093525	4.316297597	4.330840058
SLC66A3	3.294134225	3.278100565	3.297970898	4.126992298	4.195307486	4.199397361	3.530960731	3.3274798	3.477084601	4.785446311	4.877086221	4.790767529	4.236851624	4.368437828	4.358792064	4.384974399	4.40557568	4.534864974
ARL5A	6.533567359	6.517278682	6.471835312	5.983221826	6.077445934	6.080272157	6.219428751	6.175789342	6.188109759	6.59650817	6.598060873	6.626822212	6.768945886	6.649160682	6.675109233	6.75502073	6.747437842	6.696556911
LRATD1	5.7732598	6.039752642	5.887799959	6.770138623	6.819275811	6.805903854	6.171632908	6.226757283	6.092105333	0.587539132	0.582934965	0.421313813	0.934950954	1.373859095	1.250574984	1.074544242	0.622068028	0.925730642
CLHC1	2.28244323	2.212518225	2.167829616	2.371703635	2.307841661	2.513281571	2.173627088	2.146912789	2.549557983	1.755903659	1.591918467	1.744977452	2.021306606	2.117602911	2.374422429	1.648695218	2.290411756	1.381339945
PRORSD1P	1.555181862	1.30083677	1.653508035	1.733793914	1.897006677	1.970086588	1.21431267	1.163250115	1.3704073	0.503316051	0.316291437	0.421313813	0.395332513	0.389228852	0.746641634	0.415731226	0.726566409	0.515351152
DUSP19	0.269074105	0.848253434	0.958181106	1.473090762	0.986035752	1.390007277	0.393423822	0.433238331	0.999041408	2.369288116	2.356396466	2.138167796	1.978267718	2.117602911	1.993763095	2.480375193	2.290411756	2.127218034
CFAP36	4.861569838	4.872885542	4.828400735	5.363378142	5.375169202	5.350252526	4.796301732	4.725598301	4.802198785	5.883175591	5.835590175	5.854772609	5.946944143	5.919144875	6.015935983	5.59401991	5.543171023	5.515873258
NUP35	5.06066605	4.942447202	4.979090635	4.980412482	4.968094587	5.025826569	5.018176194	4.96560902	4.914724281	4.698160186	4.783088012	4.647002902	4.733908987	4.635214183	4.627986581	5.198536085	5.17887466	5.174496963
CCDC138	3.914030783	3.722323029	3.769471875	2.770845705	2.824270871	2.858649106	3.894878897	3.772348028	3.914098035	3.454357276	3.578410303	3.454878697	3.083077719	2.970101004	3.200651627	3.9886713	3.956862494	3.600360084
FBXO41	5.085433149	5.000678414	5.043663916	5.280456109	5.238713862	5.17387714	5.442295242	5.547686576	5.403190526	1.719036435	1.591918467	1.667608073	2.84030766	2.299368014	2.581826819	1.867983691	1.710757593	2.239236233
WDCP	5.071726174	4.95372158	5.058324059	4.962020422	4.913494642	4.950015233	5.075045775	5.036489026	5.102427637	5.325688241	5.181721825	5.238162487	5.152139805	4.694855099	5.068030656	5.198536085	5.298132678	5.131592873
SMC6	5.449962086	5.459972899	5.388409108	4.848958644	4.888548519	4.923832892	5.205809979	5.157567999	5.239981135	6.169408588	6.146502324	6.151479283	6.248061029	6.214581113	6.242871457	6.132946	6.19419118	5.975483405
CCDC74A	0.343969826	0.259702315	0.397515534	1.121890883	0.784432436	0.81233871	0.517984575	0.759002282	0.497645703	2.320898853	2.232543272	2.16656675	2.714827511	3.295294592	3.069022785	1.966275914	2.511283916	2.274722785
H3-3A	7.633160606	7.572784169	7.581609194	7.840876567	7.866881273	7.826295217	7.708650087	7.66796458	7.704757152	7.509699639	7.527490214	7.494946389	8.156271306	8.120623222	8.078121294	7.781953374	7.825757389	7.754924703
COQ8A	4.762663805	4.872885542	4.840567824	4.633447087	4.671739338	4.584501684	4.365992384	4.473517463	4.299055056	4.543330887	4.584614791	4.307715335	3.487804045	3.820592514	3.776446413	3.370387254	3.214961353	3.254304847
SLC16A14	4.812964236	4.726103014	4.881184813	5.188526055	5.228809812	5.260115334	5.163525281	5.069195346	5.073988289	2.815894629	3.169390741	3.060049946	4.392480814	4.470555228	4.434291534	4.393832567	4.212156806	4.380548304
SGCB	4.842323655	4.890592915	4.771071324	5.284162276	5.404060915	5.481700273	5.041712608	5.066252495	5.019104622	5.027047988	5.088339539	5.180146952	5.591153277	5.748260346	5.713835163	5.131269389	5.293887106	5.10719415
SPATA18	0.269074105	0.259702315	0.397515534	0.352261978	0.345230738	0.335616203	0.106501029	0.106501029	0.214668663	3.643304482	3.505361592	3.586821258	4.316763744	4.213934699	4.233737326	3.137082813	2.960209313	2.82232037
NOSTRIN	0.72639975	0.583784652	0.397515534	0.294634165	0.484926193	0.533282866	0.326863692	0.504541883	0.805045832	1.826926705	1.708084411	1.782159848	1.519216435	2.078330849	1.993763095	1.816206615	1.856059862	1.873138453
SGPP2	3.778840334	4.233229609	3.919247727	4.707078908	4.596713137	4.688381311	4.098125904	4.237538767	4.376784708	2.798329342	2.935190696	2.739266716	3.633620655	3.696400461	3.711713344	3.137082813	3.267870134	3.12417177
INHBB	7.74749712	7.747330116	7.872441689	7.617830679	7.605017495	7.577515697	7.958198925	7.818086494	7.839684464	4.538048883	4.553893797	4.61644726	2.181667638	2.366112374	1.623324803	2.779728097	2.777669447	2.530983268
BBS5	3.14503169	3.166245062	3.109727389	3.149670959	3.213857679	3.253800772	3.12373451	2.813204061	3.10780863	3.936144694	3.863696318	4.117165798	3.020814248	3.378481414	3.119801269	3.555458125	3.160038106	3.357206158
SMARCAD1	5.905863561	5.927011773	5.855788058	6.278099573	6.325299887	6.314388995	6.004694514	6.102990907	6.036077886	5.781798985	5.896034508	5.910407449	6.036207593	5.946665549	5.986595546	5.952855687	5.943546829	6.031013436
PDLIM5	8.164928629	8.153344847	8.153418771	8.053143767	8.042883571	8.146775338	7.889958356	7.94766673	7.964518168	7.504292824	7.484696536	7.482292954	8.497019434	8.376265058	8.483935338	8.060318674	8.107985635	8.091050312
RPRD2	6.573993587	6.580464977	6.561304229	6.31932124	6.340326038	6.325543074	6.661395087	6.624981213	6.615597395	6.550033655	6.54437433	6.44314699	6.229828343	6.261358115	6.2674771	6.524402428	6.515521425	6.530338877
CTSS	6.551455108	6.546427845	6.502023641	7.130204915	7.072144432	7.074710163	6.029758447	6.135644111	6.059838709	4.846543263	5.081175799	4.958510344	4.797188785	4.714199807	4.74042765	5.223595113	5.289629003	5.179186268
MSX1	0.415168564	0.106501029	0.288049147	0.106501029	0.190544087	0.106501029	0.393423822	0.358226616	0.315288897	4.702888256	4.629503469	4.647002902	3.503067052	3.656957902	3.405542912	3.891945033	3.736816843	3.844255446
PACRGL	5.230662895	5.160040803	5.265643903	5.182581185	5.139120199	5.231938182	4.914336233	4.996855176	4.878182351	5.187459351	5.113136155	4.994599386	4.299384097	4.400635319	4.25660827	4.659269107	4.637703243	4.542163982
LYSMD1	4.667452368	4.709571499	4.835713295	4.499581905	4.596713137	4.444183836	4.450483705	4.414575137	4.536425732	4.381708511	4.3364763	4.160169762	4.072647785	4.030627591	3.973379872	4.068293756	4.147744986	4.00079037
SCNM1	5.92275953	5.776414464	5.897150144	6.138693367	6.10748408	6.106374836	5.764938865	5.773770634	5.832556731	5.460225197	5.272573482	5.293934936	4.839889043	4.789084618	4.9038819	5.131269389	5.068878819	5.052018738
VPS72	7.110250882	7.0424932	7.074324309	7.137906048	7.108381712	7.037208147	6.951027712	7.024248982	6.921193177	6.435390867	6.329942748	6.315808216	5.857740308	6.064397661	5.940258033	6.05131869	6.107342126	6.336161115
ERCC3	6.735709752	6.709110014	6.687914727	6.847322381	6.822572137	6.813054064	6.81118676	6.730986353	6.759829461	6.20816884	6.221722578	6.239328351	6.624642905	6.604936065	6.740116247	6.651719258	6.656119036	6.601937417
RNF149	4.611709502	4.588221937	4.601264344	5.897506239	5.933951959	5.876944306	5.655625975	5.526430617	5.575385986	4.584904851	4.594711449	4.498524314	5.857740308	5.776140086	5.87030933	5.863212053	5.975708586	5.860490626
IWS1	6.420235692	6.382987012	6.49511296	6.222204938	6.222995494	6.243239736	6.202125601	6.256753725	6.225761205	6.722924418	6.770524124	6.691768667	6.676049362	6.555742815	6.614430863	6.428516229	6.461656373	6.485609622
BOLA3	4.89620119	4.742447242	4.783729483	4.253369733	4.205443404	4.411057918	5.004932564	5.012228088	5.015370395	5.313374129	5.294419775	5.21795175	4.89877715	4.900233864	4.798727698	5.427150357	5.412203074	5.412136141
CDC42EP3	7.655386508	7.68569807	7.716462031	8.430388872	8.457331762	8.469682198	7.683932955	7.663103312	7.703017109	6.133085665	6.013586333	6.097188783	5.918766887	5.809499512	5.937901625	5.125962755	5.155665671	5.25221349
S100A11	8.627136276	8.633010383	8.590215037	8.927768623	9.014579786	9.014937984	8.98657505	8.995104028	8.997817218	8.751187272	8.785660546	8.75160243	8.943045406	8.941659029	8.934299499	9.02534406	8.940771717	9.0361608
DHX57	5.56987192	5.579420593	5.567445569	5.84828532	5.849217389	5.947952305	5.522552803	5.549795049	5.663916043	5.641081817	5.496412656	5.623372178	5.824713104	5.661234985	5.735705225	5.53918279	5.443203972	5.485906302
S100A9	0.190076342	0.185134293	0.230034983	0.51250049	0.26995962	0.470355862	0.393423822	0.358226616	0.497645703	4.309145644	4.204244621	4.003689474	2.688366574	2.660129103	2.605775128	3.891945033	4.0301583	4.132351133
TGFA	6.780215363	6.951224137	6.777342139	5.476220091	5.412835512	5.35461488	6.94826284	6.982712827	6.922190655	3.300651309	3.1558159	3.443318823	2.518519077	2.299368014	2.227810329	2.376952874	2.420731104	2.530983268
CCNYL1	5.970815414	5.96650722	6.05689463	5.464835103	5.48949401	5.352435352	5.99266841	5.977034059	6.088555584	6.201502294	6.213555845	6.176132228	7.141121555	7.076608458	7.010627439	6.375838577	6.423300474	6.47229802
FZD5	5.057887719	5.235883368	5.127485333	5.237136486	5.203748078	5.128744591	5.312860953	5.302158761	5.174518381	6.153953464	6.32540253	6.344057173	6.937111964	6.801626345	6.76026138	7.06335238	7.005466823	7.033402195
DCAF16	6.195997311	6.15900416	6.047478014	6.227026662	6.227976016	6.247937427	6.013979332	6.00956914	6.183125455	5.230663577	5.253581129	5.234813631	5.529135192	5.431202084	5.455060445	5.178170677	5.319175128	5.207006454
GNPDA2	4.417313446	4.335891786	4.362268202	4.96894495	4.959136891	4.929692391	4.674450181	4.703040297	4.717400208	5.20089129	5.19173414	5.176660518	5.573187769	5.596687507	5.63165547	5.872748117	5.910651717	5.806958463
PAQR3	5.409124336	5.361827539	5.304812664	4.679201924	4.686287488	4.735973509	5.278052487	5.126825844	5.164437643	4.984965445	4.953612382	4.896280278	4.199862922	4.091068433	4.14663149	4.832157127	4.976535153	4.732844928
NIPAL1	4.660143257	4.765022481	4.485160407	3.855295721	3.806594881	3.939686707	4.422866105	4.54713209	4.632189169	4.351916238	4.262405386	4.208772709	1.840865627	1.996426365	2.227810329	3.219115152	3.659725934	3.681923205
ANTXR2	5.651383906	5.639998153	5.689510722	4.933985088	5.003379337	5.236672757	5.971037967	5.79880758	5.876446357	5.682364551	5.577561087	5.676177753	5.551329617	5.221893729	5.334835973	6.90816352	6.842068611	6.871894656
HELQ	3.403228588	3.278100565	3.483210154	3.66374503	3.568212661	3.486260592	2.935534105	3.287606533	3.352386577	3.313074028	2.935190696	3.119365844	3.123142237	3.012388131	3.391834637	3.388227918	3.30209453	3.306672748
MRPS18C	5.342193569	5.338363421	5.404890236	4.848958644	4.934974172	5.023088644	5.221925042	5.149248531	5.259054428	5.038315159	4.925888559	4.840087172	4.11299897	4.276000176	4.315882075	4.751750864	4.722281226	4.732844928
CGGBP1	5.92428576	5.905400155	5.81813576	5.916733836	6.012542202	5.873908426	5.829466819	5.901444043	5.872323448	5.966142848	5.998455237	5.904096461	6.130132639	6.140251404	6.198283052	6.602896663	6.593589959	6.541307816
ABRAXAS1	3.651938798	3.661739582	3.754116905	4.097807038	4.011117071	3.968434606	3.236812759	3.337278275	3.421735914	4.158956615	4.342480586	4.087767416	3.674638894	3.734793315	3.818042473	3.555458125	3.564249464	3.572114448
GPR155	1.199503624	1.071669538	1.219002194	1.446877346	1.622272506	1.519979527	1.286141056	0.871168188	1.115245293	2.548083682	2.576148571	2.558196823	3.408968639	3.574682476	3.377994857	2.226404759	2.451551228	2.408535385
PMVK	5.471000143	5.463920885	5.662350018	5.868175652	5.926311932	5.821296369	5.86361754	5.811164979	5.717759103	5.135945528	5.127116616	5.086643453	5.794017823	5.806498511	5.767900986	5.687041255	5.8826543	5.741885354
PBXIP1	5.895007632	5.919843811	5.809495891	8.408058744	8.320932393	8.305884716	6.417341827	6.529919697	6.567956358	5.853716108	5.934305705	5.918779383	7.136235296	7.253404078	7.25262816	6.257072704	6.182755897	6.192799987
CLDN1	6.062376169	6.031795498	6.087846717	6.618395242	6.527690653	6.54850203	5.939364791	5.874780321	5.950668846	8.935727069	8.927220408	8.929145768	7.406588188	7.358567861	7.34177736	8.087873333	8.032275713	8.037180387
PYGO2	7.2506913	7.199908044	7.333457712	7.215651492	7.191043757	7.179856914	7.122702679	7.043081055	7.077993415	6.516855634	6.433424063	6.44314699	6.438716511	6.442384579	6.422153236	6.660921717	6.511870472	6.513727495
HIPK1	6.265076328	6.264627097	6.147827242	6.394967276	6.408815698	6.426379629	6.384992572	6.438428399	6.48263045	5.214199326	5.22461541	5.344527426	5.694487295	5.70379176	5.757248699	6.054115335	6.030322071	5.945520196
DCST2	1.073118257	0.848253434	0.807651673	1.878105291	1.681564414	1.580823095	0.837776089	1.289745554	0.999041408	1.430643969	0.582934965	1.406977042	1.457876514	1.087782158	1.623324803	0.886507987	1.001114505	0.391510369
INAVA	6.405012283	6.341744758	6.460842527	5.988910523	5.929372799	5.857095927	6.528878148	6.52456939	6.440087958	2.526909022	1.978676785	2.16656675	2.518519077	2.811498514	2.825642934	1.525136103	1.54916509	1.62077698
LINC01116	2.494552089	2.388995191	2.724859015	2.930711837	2.627242358	2.870882654	2.901634345	2.813204061	2.687354731	1.069822962	1.420873582	1.308470162	0.520610139	1.237899936	0.746641634	0.415731226	0.824004222	1.094099626
YY1AP1	6.233414764	6.279264137	6.311496832	6.487083462	6.431661341	6.39707321	6.406303394	6.345602502	6.404841573	5.866415331	5.891946264	5.887130933	6.102842037	6.084357851	6.092086077	6.346480831	6.341331191	6.306464367
KBTBD8	3.376718602	3.478737721	3.470739257	2.270712152	2.484710024	2.513281571	3.218571208	2.934354904	3.050576206	1.719036435	1.883052455	1.585853203	1.022290817	1.087782158	1.310092134	2.102195312	1.760835432	1.674904523
EOGT	4.202680119	4.278765578	4.355500872	4.126992298	4.250193902	4.134920857	4.262953802	4.178805797	3.969186293	4.842263972	4.856254397	4.986657254	4.96640973	4.89459256	4.98372763	4.799197371	4.759705388	4.660909973
NAXE	6.257831243	6.169921299	6.255345821	6.698345851	6.666233822	6.619098512	6.490433482	6.55742588	6.434506082	7.440612834	7.44687849	7.489336337	7.541135163	7.605593855	7.52326746	7.537085561	7.462307308	7.462563231
POGLUT1	4.505600542	4.599032696	4.491347311	4.813493501	4.866361111	4.772296213	4.736662038	4.84716412	4.832225291	4.102822908	3.960569836	3.914406713	4.440837562	4.318752818	4.365821268	4.520565016	4.51175318	4.599263569
SLC22A15	2.033683766	2.212518225	1.915175964	2.579012534	2.784256794	2.465679327	2.265340414	2.665465569	2.033601664	0.587539132	0.316291437	0.421313813	0.258132838	0.625525211	0.56311869	0.415731226	0.253663081	0.256032355
IGFN1	0.781330537	1.112482065	0.807651673	0.701741652	0.26995962	0.470355862	0.974501889	0.975239064	1.273688132	3.911847368	3.888531319	4.167214095	1.741409645	2.520597774	2.317552724	2.779728097	3.083395052	2.981126162
ATP1A1	9.904268827	9.920851704	9.89192955	9.598926806	9.622733014	9.624074661	9.952041407	9.944543903	9.92145423	9.042397759	9.062730018	9.019495787	9.307089617	9.296363148	9.328519474	8.657201915	8.59663693	8.632831866
EIF4E3	0.609835183	0.895790367	0.846781899	1.420178811	1.357245356	1.209118193	1.13871988	1.329560554	1.05831301	3.275480284	3.298544925	3.231147445	3.376187354	3.502343213	3.572822581	3.474264731	3.415864119	3.289427131
LRRC58	6.733099746	6.654017653	6.639292373	6.187993968	6.151400226	6.111539174	6.434236814	6.403877722	6.496090485	7.295562348	7.229213258	7.283512562	6.882719462	6.865020079	6.922796196	7.189534739	7.194974669	7.134649823
FSTL1	0.483018193	0.330604849	0.397515534	0.51250049	0.416768636	0.470355862	0.326863692	0.358226616	0.409346624	7.334929241	7.413756633	7.408415097	7.995595309	8.005610982	8.004592074	8.74462779	8.602227424	8.712224591
ELF3	6.582718026	6.628742525	6.753087849	6.955867803	6.933440581	7.011884211	5.94630966	5.930863228	5.83467727	4.428132337	4.236845174	4.307715335	4.171485441	4.158524208	3.991671783	3.07234477	2.981484639	3.12417177
TMEM183A	5.766468773	5.684664453	5.859380215	5.764536815	5.82641191	5.76177413	5.699034696	5.659305875	5.627686385	6.553964227	6.52470588	6.486032084	6.442679835	6.37915366	6.363662942	6.727254599	6.519163162	6.582599389
IGFBP7	0.190076342	0.185134293	0.106501029	1.121890883	1.162890018	1.129894871	0.884805885	0.637374994	0.65951768	0.216395805	0.661885747	0.598525496	2.063098651	2.429904952	2.346267777	1.706720474	2.069790952	2.04739542
TRIM46	2.543041346	2.500824011	2.314614187	3.456013742	3.131201167	3.064395243	2.807136148	3.093137027	2.912844727	0.318508807	0.41075532	0.512638893	0.258132838	0.625525211	0.56311869	0.415731226	0.253663081	0.515351152
KRTCAP2	1.964161874	2.338281122	1.739189529	1.916817922	1.897006677	2.449456362	1.286141056	1.478665463	1.775543505	1.602420806	1.277811145	1.585853203	2.103714068	1.373859095	2.0987494	1.317360605	1.430416092	1.873138453
ARPC2	7.807032668	7.80721389	7.843110135	8.060726173	8.135580657	8.114985636	8.406420059	8.342804851	8.394984611	7.66192976	7.712143152	7.674999579	8.00098096	8.019932345	8.014130613	8.067948818	8.120026667	8.119385779
TSACC	1.704765011	1.699432747	1.562414835	1.336984185	1.495836172	1.129894871	0.974501889	1.478665463	1.416439241	1.990545545	2.152783612	1.921988631	1.519216435	1.006427856	1.367250926	1.525136103	1.30100897	1.244856696
CCT3	9.647981085	9.607043086	9.601754884	9.520384497	9.514286765	9.555504744	9.715827269	9.677371666	9.706562909	9.873573423	9.851247169	9.809969547	9.704972013	9.753417444	9.727687462	9.907860911	9.899049902	9.891297516
TMEM79	3.932349645	3.913441492	3.928396941	4.718080604	4.634713892	4.624789735	4.365992384	4.400624141	4.329448692	3.337603092	3.12827691	3.359697364	3.851998931	3.878896725	3.755189823	4.174919167	4.099909676	4.279357802
SSR2	8.794618259	8.776422057	8.831365272	9.233059261	9.273745843	9.259468199	8.994134884	8.959266066	9.033332403	8.258854834	8.335472422	8.324928717	8.868032485	8.786965008	8.820907782	8.834802868	8.804534127	8.867372534
RNF25	6.03155318	5.983108364	5.985272678	5.830653446	5.821477765	5.822871484	5.785221954	5.78991561	5.80036885	5.572985923	5.452672878	5.70550667	5.312337838	5.58972196	5.484421432	5.49458487	5.484770883	5.48968639
STK36	5.312197248	5.26559058	5.129470135	5.508262144	5.458046474	5.522983036	4.87119701	4.860815207	4.922720531	4.837971949	4.644161262	5.002498035	4.881361724	4.707780349	4.651186811	4.393832567	4.324645973	4.347600496
ADORA1	1.732906693	1.228418337	1.839596557	1.916817922	1.652223036	1.456456556	1.655089635	1.737341647	1.587150163	0.216395805	0.215206228	0.106501029	0.258132838	0.254779728	0.352800078	0.106501029	0.253663081	0.256032355
NEK10	0.547819686	0.462741481	0.547560081	0.828978458	0.729300005	0.593579473	0.183756067	0.279099791	0.497645703	2.526909022	2.25817914	2.492411689	2.181667638	2.299368014	2.374422429	1.648695218	1.988057649	2.087858718
CCDC141	0.547819686	0.259702315	0.230034983	0.106501029	0.106501029	0.106501029	0.183756067	0.279099791	0.214668663	3.756786605	3.547555479	3.810260088	1.978267718	1.66645067	1.623324803	3.219115152	2.938615539	2.981126162
CIP2A	4.812964236	4.748933437	4.866979616	2.554670485	2.888589369	2.769980333	4.515432944	4.755137238	4.840690746	3.827767249	3.855322063	3.871922116	3.605612593	3.502343213	3.744442916	4.079317977	4.040331639	4.189248328
EOMES	1.840285557	1.94516599	1.969370555	1.278730311	1.56043899	1.355598517	1.7847317	1.613793407	1.703110811	0.94766525	0.807899814	1.028026869	0.934950954	0.92021034	0.657796405	0.886507987	0.726566409	0.629396737
CWC22	6.03155318	6.015748326	5.997278186	5.933350309	5.962620584	5.909924023	5.896978521	5.978600099	5.927012531	5.646000371	5.504468257	5.638657735	5.036268494	5.044764159	4.942007359	5.378890283	5.643347587	5.552477285
AZI2	5.026967649	5.105485537	5.03097841	5.284162276	5.223832173	5.208029398	5.201172418	5.214498487	5.29953466	5.128935918	5.10609479	5.112419528	5.529135192	5.510795572	5.373711322	5.452809089	5.420015974	5.52695231
TGFBR2	6.308967868	6.254406061	6.308871954	7.17730241	7.096857287	7.093101828	6.85760425	6.759505636	6.781976757	5.578141777	5.517795102	5.508812971	6.442679835	6.448172823	6.406899813	6.386972831	6.273953652	6.399820651
ANKZF1	5.435050752	5.588490165	5.496937008	5.451712714	5.320261237	5.418515089	5.524410322	5.578994603	5.528996713	4.749335786	4.599733404	4.767779743	4.218475812	4.051057182	4.170913941	4.302703826	4.050433742	3.924644906
HDAC11	4.014890331	3.981119436	3.848714139	4.647901968	4.557684297	4.504316504	3.962207446	3.822042969	3.969186293	2.438958576	2.425906225	2.248556031	2.518519077	2.811498514	2.629332384	1.816206615	1.367162993	2.309357373
FBLN2	7.016057906	6.98045694	7.118462824	7.669399136	7.570633368	7.542573104	7.222762284	7.181418636	6.983680779	0.216395805	0.41075532	0.21924574	0.106501029	0.254779728	0.106501029	0.106501029	0.253663081	0.256032355
GLB1L	3.246125422	3.260049908	3.339716178	4.207265711	3.927863054	4.093761429	3.218571208	3.511821078	3.410406724	3.887133817	3.804029318	3.72689906	4.881361724	4.877535074	4.913508135	3.904396458	4.099909676	4.093133526
STT3B	6.845306659	6.85378884	6.88170656	7.452695245	7.507520098	7.500379368	7.524161217	7.493284051	7.643176241	6.485642945	6.65827006	6.590601027	8.238363909	8.202808881	8.28369858	7.989768213	8.066277691	8.046834188
CHCHD4	5.298139596	5.155165607	5.288917398	4.460809435	4.541772248	4.667494022	4.820693849	4.940115513	4.934632416	5.053202467	5.081175799	5.183624982	4.633459636	4.558803795	4.543715353	4.504296897	4.332946317	4.452039798
