Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
TTC22	3.236328929	3.4391772	3.464463149	3.629193054	3.731427194	3.727354177	3.830273036	3.667507801	3.856822476	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
PHTF2	4.391063373	4.274276116	4.205520524	3.593793225	3.591586623	3.73406658	4.61641766	4.551347575	4.632189169	6.445300164	6.570188645	6.481800487	6.812477691	6.760348558	6.781443922	7.483113115	7.477361864	7.380449319
FARP2	6.399536184	6.381944114	6.409494828	6.426330746	6.397808343	6.433614151	6.360245536	6.406207022	6.396252747	5.952311225	5.860909485	5.846019727	6.00973651	6.084357851	5.993419571	5.559007608	5.567996042	5.616111467
USH1C	0.106501029	0.106501029	0.106501029	0.171976151	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	4.422410399	4.406929259	4.447360084	5.396478146	5.230875847	5.431803711	5.282018389	5.155665671	5.057122796
GGCT	5.252697909	5.263327002	5.356566581	4.97124576	4.901075499	4.94423786	5.205809979	5.201145971	5.161061683	4.735557864	4.76084284	4.857611633	4.052040923	4.18649546	4.154771137	4.591583337	4.709587618	4.660909973
DBF4	4.89930866	4.869913068	5.137382147	3.617489359	3.637228246	3.665494332	4.805497172	4.773296588	4.853296514	4.569454668	4.372132802	4.574672897	4.031135451	4.051057182	4.194794443	4.723921118	4.80814041	4.782996499
TBXA2R	0.483018193	0.398185438	0.683459178	0.407676018	0.345230738	0.263213336	0.632640405	0.358226616	0.497645703	3.056541919	2.836537821	2.998190339	3.142764845	3.329147056	2.86586372	2.908934081	2.420731104	2.670734902
IFRD1	6.401729118	6.283738128	6.463991879	5.435140079	5.453801196	5.485683255	5.930986576	5.759266277	5.798197241	7.774011337	7.802577103	7.811643428	7.110307346	6.932643061	7.087050945	7.767542127	7.668214297	7.753353274
COX10	5.074478007	5.048785919	5.172458856	5.188526055	5.149657193	5.012084684	5.018176194	5.072132207	4.950363462	5.546926586	5.562207077	5.48645827	5.277257855	5.147949621	5.227023136	5.452809089	5.388507258	5.466855856
GTF2IRD1	5.667876908	5.70981809	5.83282764	6.253734496	6.239119719	6.129470149	5.702320349	5.682552617	5.617869488	6.688772971	6.696276111	6.837983213	6.001699537	6.028788711	6.0835839	6.851417164	6.866575118	6.900572942
PAF1	6.275876188	6.270274315	6.401304057	6.297483011	6.308940916	6.309903104	6.271233461	6.241181243	6.137474435	5.784031796	5.718121003	5.734251212	5.969096298	6.142633119	6.006971544	5.624444277	5.646680896	5.797840085
VPS41	5.516231521	5.471784592	5.484584713	5.996837203	6.031182469	5.992021372	5.522552803	5.447206704	5.507890567	5.956276667	5.809818561	5.939499107	6.594678334	6.403191182	6.612954572	6.428516229	6.250046265	6.340354044
ARHGAP44	0.106501029	0.106501029	0.106501029	0.106501029	0.190544087	0.106501029	0.106501029	0.106501029	0.106501029	3.085796332	3.169390741	3.013905676	3.714523085	3.560501894	3.83839924	3.258445987	3.285083816	3.084728111
ELAC2	6.591390023	6.463081188	6.573748455	6.491097556	6.47315241	6.502066505	6.587802227	6.581328671	6.560288167	7.088947047	7.098722962	7.178485061	6.737027372	6.82257354	6.79842863	7.053603148	7.091148368	7.069210637
SCIN	4.980775942	5.040878578	5.097380904	6.221238656	6.187641939	6.230241652	4.280646094	4.521577191	4.510131447	0.413869602	0.582934965	0.679585108	1.457876514	1.498101742	1.422231156	0.415731226	0.50940533	0.735083696
ARSD	6.092554381	6.108197681	6.181697802	6.748168609	6.779969063	6.729026101	6.120972076	6.162071982	6.186450237	6.416805338	6.439038883	6.403429288	6.318771352	6.430737953	6.326314981	5.853612537	5.983638233	5.863407185
PNPLA4	4.266642668	4.024536244	4.317702261	4.444341565	4.363156554	4.293285636	4.047353524	3.942483874	3.856822476	5.227385724	5.34912245	5.303557159	4.281792527	4.310303043	4.249024837	4.225415313	4.119234542	4.170530818
ADIPOR2	6.833983524	6.819534339	6.856164858	6.872159171	6.880653289	6.78988647	7.148827298	7.151880043	7.205548408	7.088043745	7.087147703	7.095064002	7.420722242	7.337931611	7.432448076	7.47374403	7.5645322	7.570017108
MARK4	4.82934873	4.784095445	4.883538807	5.492330072	5.499826015	5.369780072	5.010244614	5.027438917	4.985143424	6.364051937	6.423545238	6.511164283	8.146584784	8.215308492	8.173844918	7.99122816	7.864921843	8.093536478
CCDC124	4.769472724	4.833757307	5.160861121	4.826259937	4.837323687	4.739313622	5.110102116	5.018331678	4.914724281	5.830139835	6.039689795	6.005836736	5.185634138	5.550798433	5.283793211	5.747034786	5.484770883	5.55968795
PAFAH1B1	6.520509089	6.475845429	6.434594662	6.656781733	6.658876265	6.697605252	6.614206946	6.61494669	6.646103513	7.788541043	7.876855933	7.767131691	8.041398509	8.001024209	8.0560188	8.118255986	8.091569169	8.15195423
KIAA0100	7.972549443	8.020931331	7.871849009	8.145938555	8.077096491	8.089039693	7.941265199	7.914097589	7.947472573	7.972567376	7.982522899	7.993054874	9.350190123	9.338005772	9.38431797	8.728524496	8.70092413	8.66452998
GAS7	0.190076342	0.106501029	0.106501029	0.407676018	0.26995962	0.106501029	0.257083592	0.195380008	0.106501029	3.77486184	3.888531319	4.050156443	3.290819334	3.312320114	3.405542912	3.296732978	3.462003809	3.218306134
TRAPPC6A	5.093595257	5.019577971	5.290692212	5.565726717	5.466499735	5.420597111	4.95897255	4.949728447	4.832225291	4.296688905	3.952740907	4.019345346	3.714523085	3.747367196	3.786958402	3.277716489	3.250448582	3.143496434
ST7L	4.497421213	4.510189619	4.548836262	4.334247509	4.358622212	4.274990435	4.213150627	4.03569869	4.242678866	4.066596835	4.28752062	4.208772709	3.456784895	3.260628662	3.523386437	3.76113702	3.736816843	3.844255446
PAX6	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	1.990545545	1.591918467	1.818407976	1.978267718	2.46077372	2.064595864	2.058296418	2.147141016	2.440135374
RPUSD1	5.53433416	5.542561159	5.846165014	5.441791996	5.347976424	5.310386142	5.605615935	5.605589294	5.277878847	6.214804721	6.255526805	6.453268137	6.110336273	6.430737953	6.0835839	6.130298204	6.025208953	6.079477073
RHBDF1	5.233127915	5.210259698	5.238314877	5.718713357	5.495702088	5.544144915	5.110102116	5.135275244	5.015370395	5.687144585	5.725031822	5.661286634	5.254891652	5.287934872	5.283793211	5.639419193	5.599298817	5.55968795
LUC7L	5.53433416	5.467858096	5.478368677	5.509845717	5.460164437	5.515210191	5.408496633	5.351340391	5.353772739	5.227385724	5.231102682	5.274495794	5.281689785	5.313527481	5.35263655	5.590171352	5.473552706	5.500967586
BAIAP3	3.091697954	3.381904189	3.353367091	4.386901586	4.264807494	4.129839689	3.928935902	3.80095439	3.707454412	2.165157293	1.508929411	2.16656675	0.841980914	1.087782158	1.250574984	1.706720474	1.856059862	1.62077698
TSR3	5.660569952	5.784329622	5.948644827	5.914344354	5.889065848	5.803855646	5.909825669	5.821673438	5.622786287	6.031500931	6.12750281	6.108211556	5.684480659	5.827375593	5.735705225	5.729647118	5.629936801	5.683672553
PIGQ	4.082065203	4.292150745	4.100159351	5.096673562	4.928869726	4.926765616	4.208536641	4.395943668	4.17734122	3.613482181	3.723499835	3.871922116	4.784752926	4.88892911	4.99283721	4.293266183	4.138303969	4.198516799
CRAMP1	4.026305605	4.107636346	4.046547659	3.951659538	4.045377343	4.06742743	3.830273036	3.916574715	3.71668215	4.296688905	4.330446921	4.382256856	3.933120557	3.517104155	3.678223985	3.788264669	4.157124622	3.808382541
TEAD3	5.627222795	5.561108588	5.565980712	6.057647672	5.909360084	6.033424256	5.703960374	5.613674615	5.625238416	3.509372237	3.209365304	3.454878697	3.200080389	3.362223358	3.136337882	2.667326234	2.777669447	2.892530679
DNAJC11	6.544525091	6.492368524	6.522559258	6.416233325	6.342623925	6.347595809	6.44995925	6.432727109	6.514726021	7.169720862	7.095171225	7.197533073	6.534672781	6.564651248	6.637848343	6.971664249	6.834780872	6.893456638
MYLIP	5.090879682	5.085124387	5.013889003	5.401412514	5.56622209	5.451472159	4.874113439	4.897703016	4.810841745	5.638616237	5.768047963	5.734251212	5.615934965	5.367468121	5.468183598	5.527155804	5.384519838	5.431918
E2F2	3.3856095	3.116951627	3.203152786	1.278730311	1.56043899	1.28421662	3.094023702	3.022017281	3.035906171	3.672522783	3.6576024	3.707701574	2.577384865	2.660129103	2.943090017	3.705301753	3.809996489	3.902129911
PSMB1	7.443962234	7.419096879	7.485703088	7.303184596	7.352536892	7.355545428	7.408226686	7.370426683	7.402810759	7.500224373	7.545820557	7.463817588	6.998979319	7.043853977	6.988027369	7.366456537	7.405395043	7.389582535
SYN1	0.190076342	0.259702315	0.106501029	0.106501029	0.106501029	0.106501029	0.183756067	0.106501029	0.106501029	3.593252565	3.880300396	3.454878697	2.910670413	2.762785603	2.805104081	3.199040196	3.384263593	3.543304747
JARID2	5.821561377	5.806263795	5.872475462	6.051137001	5.971556743	6.026605763	6.196311457	6.134239669	6.08321453	3.701161066	3.812705753	3.755224646	3.988393156	4.240861785	4.14663149	3.891945033	3.368199917	3.614278196
CDKL5	3.322190908	3.365113997	3.093550909	3.789020763	3.681470105	3.786670293	2.990321482	2.86830844	3.02108543	4.730935827	4.584614791	4.715879088	5.491368445	5.492239189	5.596231545	3.866715078	3.999200635	3.979441508
NADK	5.475171189	5.44006927	5.548285429	5.577856162	5.481174798	5.505434872	5.444258951	5.504856795	5.359675225	6.106569153	6.139622325	6.138993013	6.53281489	6.50481277	6.538700805	5.982519441	5.9570348	5.923331138
CYTH3	6.038616455	6.152903196	6.151738653	7.155717085	6.960623993	7.029043584	6.020574949	5.997261182	5.813330306	6.642763002	6.568908841	6.652148794	4.502890782	4.56591986	4.598451592	5.082791983	5.132077201	5.13642349
ADAM22	2.664902506	2.687979134	2.75602638	3.057394528	3.173121298	3.396026933	2.706011644	2.770449034	2.59028957	2.798329342	3.182839041	3.104763932	3.56255382	3.759832434	3.744442916	3.571162523	3.605943957	3.655244589
SYPL1	6.904497851	6.981145791	6.96075077	6.839157481	6.914257268	6.887948702	7.09046482	7.095261459	7.163989519	6.721760142	6.818699526	6.767886445	7.305749204	7.075362326	7.172714761	6.864221761	6.933604072	6.916106338
CYB561	7.517090928	7.477871569	7.528448536	7.748323558	7.76733622	7.725480967	7.92659068	7.889334907	7.872049116	5.340934529	5.334134145	5.414279981	6.5383814	6.72422976	6.646532821	6.143488854	6.09519431	6.031013436
SPAG9	7.271825493	7.237293953	7.155458659	7.001607265	7.012779587	7.048022851	6.903288698	6.88755935	6.918196601	7.656456094	7.551015303	7.612505495	7.366468544	7.353436405	7.455694509	7.335756512	7.346145138	7.268290148
CELSR3	4.404248112	4.634494456	4.260891897	4.936342287	4.875911813	4.941340475	4.714052795	4.221756345	4.641909435	3.936144694	3.880300396	4.080323254	3.425084124	3.759832434	3.445903124	3.334030101	3.491963684	3.820439558
AASS	1.586364992	1.851833149	1.46517995	1.733793914	1.993752885	1.695314365	1.286141056	1.581179353	1.810440255	1.861168695	1.374744602	1.782159848	3.359513089	2.948483363	2.980206328	2.981244732	2.728182621	2.95948211
PLEKHG6	3.358770724	3.339556539	3.240362388	4.531114857	4.553722707	4.527684905	3.290193053	3.440885355	3.241680921	0.413869602	1.173892678	0.421313813	0.635873028	0.106501029	0.461788572	0.548589482	0.726566409	0.256032355
SS18L2	4.46842276	4.292150745	4.362268202	4.241981116	4.255081565	4.237688949	4.605929835	4.372310785	4.488745426	2.192309947	2.470452575	2.079635713	3.577050007	3.855857015	3.643938724	2.480375193	3.102940901	3.002450292
MPND	3.644550464	3.330935775	3.590847443	4.118713723	4.034047412	3.945482297	3.560228456	3.659719419	3.805851708	3.487617349	3.298544925	3.190237545	3.791128619	3.855857015	3.700636377	3.523526985	3.550079156	3.708117418
MGST1	7.815693153	7.788839602	7.76323126	7.875682891	7.965600617	7.94024852	7.563085055	7.591733361	7.649213025	8.759153842	8.759534011	8.731842418	9.219712088	9.125376111	9.175160125	9.136721933	9.109402071	9.104931306
CRY1	3.59174475	3.447176565	3.549937298	4.753267522	4.689901718	4.43597339	3.637781473	3.772348028	3.591856715	6.54082046	6.546976647	6.615278565	5.117849332	5.221893729	5.139498393	6.395818775	6.318523338	6.389741092
NFIX	1.94022295	2.249582922	2.136591538	3.575762159	3.606961494	3.65137991	3.341668524	3.3274798	3.228839054	5.153321982	5.12014332	5.306750358	5.015131525	5.128855857	5.085167882	5.609312293	5.45845814	5.670411077
ST3GAL1	0.415168564	0.259702315	0.169589835	0.171976151	0.190544087	0.335616203	0.183756067	0.433238331	0.214668663	9.176343696	9.146621285	9.131332338	9.513122919	9.513426811	9.52361512	9.94524956	9.898350949	9.944255042
IL32	2.356665584	2.212518225	2.546205749	3.332594965	3.310933731	3.387536978	2.819292509	2.881761837	2.570067518	2.438958576	2.748838746	2.274882048	2.977760449	3.012388131	2.675323408	1.317360605	0.824004222	1.094099626
PKD1	5.655065346	5.922715271	5.799557979	5.443450193	5.390798136	5.285469688	5.878217197	5.759266277	5.580449466	6.655013866	6.614281224	6.847881277	6.318771352	6.501105176	6.271225611	6.534450959	6.318523338	6.474207214
MAPK8IP2	1.158593142	1.152171736	1.248523498	2.009284947	2.039797071	2.239059811	1.734264064	1.737341647	1.973284373	1.336422321	1.508929411	0.898565653	2.1432173	2.633281587	2.7842686	1.317360605	0.824004222	0.925730642
MED24	6.71733977	6.754943545	6.764627566	6.719029629	6.567528179	6.643369777	6.596657605	6.584417432	6.557723019	6.764224634	6.817622307	6.876100033	6.178466772	6.327751026	6.394923528	6.741204462	6.55153162	6.661797745
RHOBTB2	5.41564975	5.361827539	5.483033213	5.198380056	5.167913754	5.113381102	5.677493593	5.697844916	5.572847566	7.198463548	7.238902434	7.258994447	7.402524322	7.567101933	7.505873412	7.061963659	7.19611261	7.019087778
HEATR5B	5.06066605	5.188950999	4.963598371	5.498724029	5.372922611	5.493616381	4.783949258	4.881052659	4.857474078	4.698160186	4.639291859	4.799861055	5.408686404	5.330340428	5.387592058	5.038289427	4.922558391	4.789144617
SEC62	7.021772216	7.020546618	6.985069181	6.977202687	7.044179892	6.993819283	6.798194094	6.875001264	6.848549197	7.215107324	7.192288025	7.174994603	7.109060983	6.990642526	7.182700623	7.419471637	7.432684336	7.475964542
RPS20	9.083981989	9.061417394	8.968101355	8.867131066	8.985832899	8.993768529	8.960399691	8.994136586	9.036329688	9.278262412	9.27165562	9.247427616	9.104981073	9.086317959	8.999589083	9.139028734	9.170886768	9.178498123
CSDE1	9.238887993	9.235915816	9.22299406	9.188888093	9.218670777	9.23704911	9.12751704	9.14069566	9.177308048	9.091450089	9.094874766	9.038347539	8.747450647	8.681168968	8.754839723	8.918137408	8.963002121	8.962247908
UBE3C	7.774825208	7.703756395	7.729933373	7.377926119	7.386342743	7.308537681	7.603624389	7.527922468	7.575683008	8.372644348	8.414904647	8.387341042	7.919428541	7.970514242	8.002902237	8.170094133	8.145579514	8.167966833
REV3L	4.799721333	5.051412097	4.742826152	5.286011795	5.352544296	5.267074466	4.714052795	4.71059889	4.731125283	5.672756706	5.651971691	5.722343842	5.428806696	5.27930211	5.58723797	5.409787451	5.539589461	5.346947357
PAX7	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	7.308028775	7.404459402	7.360819587	7.425736748	7.554635953	7.489072054	7.259053732	7.244213912	7.163333605
FAM76A	3.46325414	3.185500322	3.180357479	3.221012652	3.375198356	3.32666579	3.011666844	3.13867422	3.093711967	2.64953187	2.674626764	2.514675039	2.488160269	2.605924969	2.557474256	2.480375193	2.451551228	2.588518348
POMT2	4.826086684	4.739193176	4.729802326	4.621777991	4.480488394	4.444183836	4.581157611	4.47795329	4.488745426	5.779562714	5.745567846	5.821671832	5.601826167	5.713436807	5.566032329	5.120636528	5.293887106	5.046896558
VTA1	6.154985851	6.110717999	6.138987601	6.211540078	6.196561879	6.218322721	5.942146751	5.926001503	6.015662325	6.805474876	6.844314377	6.812375256	6.204376112	6.064397661	6.164417447	6.375838577	6.391864197	6.361137822
MLXIPL	1.315703472	1.369793133	1.36091495	1.186686635	1.528499159	1.639204176	1.655089635	1.851139113	1.810440255	2.021154862	1.780637202	1.744977452	1.393812309	1.373859095	1.310092134	1.816206615	1.94538633	1.777423611
BAZ1B	7.768466477	7.784505231	7.735482368	7.441537257	7.44366136	7.444689895	7.860114796	7.851375241	7.887452556	7.921253024	7.933642763	7.911504896	7.916581616	7.887745995	7.987034232	8.087873333	8.197072366	8.039761057
RANBP9	5.279180412	5.292480068	5.287140398	5.65143861	5.534411454	5.649090335	5.936577455	5.953337137	6.000631059	4.992708686	5.022548089	5.002498035	5.733833886	5.547207299	5.602196266	5.760795596	5.842522066	5.677057053
ETV7	3.069799872	2.958080899	3.149392407	3.013416715	2.714997011	3.116699013	3.530960731	3.743162952	3.641152794	1.47554337	1.744816841	1.782159848	0.841980914	1.307480517	1.055701058	0.67023785	1.367162993	0.833554044
SPRTN	3.420635094	3.598500097	3.696374383	3.899457591	3.826433234	3.831175915	3.824253745	3.757829289	3.889829256	5.322619553	5.28821166	5.309936504	4.83386584	4.714199807	4.829561901	5.305680008	5.535998986	5.396113008
EEF1AKNMT	7.156436541	7.009109154	7.072262116	7.226767648	7.125831139	7.162545083	7.127599028	7.037081495	7.068114019	6.576037431	6.502085925	6.530413287	6.914459296	6.917423715	6.960431498	6.599071743	6.361757281	6.498799522
DYRK4	0.190076342	0.330604849	0.106501029	0.106501029	0.106501029	0.186983991	0.106501029	0.195380008	0.214668663	3.801557045	4.02918166	3.880519713	3.237063586	3.394558294	3.349910518	3.334030101	3.318907008	3.820439558
ZNF207	7.615318996	7.5159237	7.543412945	7.332563449	7.330709408	7.359891831	7.631037334	7.60091364	7.657023269	7.992013396	7.92965986	7.997013834	7.651411637	7.622756349	7.651759198	8.284065013	8.25990941	8.226337722
UQCRC1	7.828790914	7.750969864	7.80263549	7.396021774	7.324328797	7.366926926	7.868548033	7.836339144	7.829619147	7.813894348	7.775648864	7.803754602	7.161705487	7.311714145	7.177716332	7.497567374	7.470794817	7.513581996
STARD3NL	5.389369111	5.425971521	5.427652015	5.498724029	5.56622209	5.485683255	5.380055371	5.387156682	5.394591835	5.596043533	5.654387142	5.731877587	5.772135807	5.684306037	5.657664039	5.843948718	5.854102786	5.833972823
CD9	8.04939135	8.046167548	8.057646876	9.141279768	9.218357986	9.181040984	8.252153859	8.304919988	8.235210542	3.682132181	3.537122132	3.783004785	2.999447947	3.20701607	3.216291865	3.296732978	3.318907008	3.655244589
NCAPD2	6.829103414	6.778911099	6.705983187	5.455004518	5.63345507	5.52878531	6.572622204	6.562655933	6.630320856	5.899743375	5.873404434	5.865639557	5.491368445	5.637788985	5.535187427	5.988379697	6.025208953	5.903631754
GIPR	1.94022295	1.752042075	1.631268262	2.044673768	1.710320925	2.121111057	1.419884883	1.581179353	1.810440255	0.503316051	0.499412235	0.323814669	0.635873028	0.389228852	0.352800078	0.415731226	0.387193635	0.515351152
PHF7	1.586364992	1.369793133	1.439811593	1.838325152	1.846086633	1.610308926	1.13871988	1.206659342	1.273688132	1.959272694	1.849715371	1.921988631	1.393812309	1.556428243	1.669504701	1.160105045	0.915275493	1.094099626
NISCH	5.629095776	5.611807632	5.624852632	6.098213325	5.990730601	6.064380807	5.665759925	5.66903758	5.639864309	5.590951372	5.572461218	5.72711859	5.615934965	5.779204837	5.628736472	5.676190244	5.492201498	5.563279812
FUZ	3.08079046	2.85361968	3.247690515	3.388754974	3.310933731	3.308791635	2.692857748	2.770449034	2.350536288	1.51908749	1.551020586	1.627309673	0.934950954	1.237899936	1.188496459	1.160105045	1.430416092	0.925730642
IDS	8.492669848	8.541869904	8.444570586	8.827836649	8.881638711	8.883183657	8.682024769	8.742505178	8.708854245	6.167699505	6.2395283	6.048425604	6.560435114	6.705019969	6.653730165	6.257072704	6.073067102	6.061810892
ZNF200	5.512177678	5.413777112	5.539355727	4.955062498	4.944082681	5.000996147	5.496293258	5.356167584	5.380145806	5.224100407	5.204976713	5.075454008	4.32537568	4.551652457	4.218286085	4.471199767	4.709587618	4.640652451
LRRC23	3.471628923	3.517242332	3.41974887	3.783794321	3.576046134	3.720610397	3.431519513	3.413358696	3.601851606	3.944153711	4.036607611	4.034833145	3.753334251	3.890280055	3.755189823	3.774764605	3.749274142	3.946813921
HFE	2.777267267	2.546218516	2.382761214	3.281595079	3.310933731	3.244428336	2.946659292	2.921385287	2.847139744	3.77486184	4.150501221	3.638424322	5.325275996	5.114367848	5.167927328	4.805849837	4.928047855	4.918169896
SCMH1	4.18241487	3.936355382	3.973292403	4.6735613	4.627193395	4.452347819	4.500411734	4.405289479	4.494121725	3.476615636	3.598619572	3.773804047	4.938613765	4.877535074	4.824468415	4.716878984	4.690335307	4.613192213
